id,app_name,genre,rating,reviews,cost_label,rate_5_pc,rate_4_pc,rate_3_pc,rate_2_pc,rate_1_pc,updated,size,installs,current_version,requires_android,content_rating,in_app_products,offered_by
261,Calorie Counter - MyFitnessPal,Health & Fitness,4.5,"2,250,071 total",Install,71.4286,19.2857,2.8571400000000002,1.4285700000000001,5.0,"April 15, 2020",Varies with device,"50,000,000+",Varies with device,Varies with device,Rated for 3+,"₫21,047 - ₫2,300,000 per item","MyFitnessPal, Inc."
262,Skype - free IM & video calls,Communication,4.3,"11,049,802 total",Install,72.9927,10.219,4.37956,2.18978,10.219,"April 16, 2020",Varies with device,"1,000,000,000+",Varies with device,Varies with device,Rated for 3+,,Skype
263,Checky - Phone Habit Tracker,Productivity,3.8,"5,622 total",Install,52.9101,17.9894,6.34921,5.29101,17.4603,"February 22, 2017",2.2M,"500,000+",1.0.1,4.0.3 and up,Rated for 3+,,"Calm.com, Inc."
264,Call Recorder S9 - Automatic Call Recorder Pro,Productivity,4.3,"245,666 total",Install,73.5294,9.558819999999999,2.94118,1.47059,12.5,"April 11, 2020",17M,"10,000,000+",9.5,4.1 and up,Rated for 3+,"₫81,000 per item","SMSROBOT LTD (Auto Call Recorder, Period Tracker)"
265,Runtastic Steps - Step Tracker & Pedometer,Health & Fitness,4.4,"34,339 total",Install,71.9424,16.5468,2.15827,1.43885,7.91367,"September 4, 2019",Varies with device,"1,000,000+",Varies with device,Varies with device,Rated for 3+,"₫26,852 - ₫1,300,000 per item",Runtastic
266,�?簡轉�?�,Tools,4.6,"2,990 total",Install,68.9655,24.8276,4.82759,0.689655,0.689655,"April 24, 2019",4.7M,"100,000+",2.4.4,4.1 and up,Rated for 3+,"₫59,000 per item",SwiftyStudio
267,Enpass Password Manager,Productivity,4.3,"13,523 total",Install,71.4286,12.1429,3.5714300000000003,3.5714300000000003,9.28571,"March 31, 2020",42M,"500,000+",6.4.2.337,5.0 and up,Rated for 3+,"₫11,354 - ₫927,000 per item",Sinew Software Systems Private Limited
268,FitBrowser,Health & Fitness,,,Install,,,,,,"March 31, 2020",Varies with device,100+,Varies with device,Varies with device,Rated for 3+,"₫37,000 per item",Stefano Watches
269,Spin Watch Face (by HuskyDEV),Personalization,4.2,105 total,Install,56.8182,23.2955,9.659089999999999,1.70455,8.522730000000001,"February 15, 2019",Varies with device,"10,000+",1.03,Varies with device,Rated for 3+,"₫20,000 - ₫187,000 per item",HuskyDev
270,Facebook Pages Manager,Business,4.2,"1,551,745 total",Install,67.1141,11.4094,6.711410000000001,3.3557,11.4094,"April 17, 2020",Varies with device,"100,000,000+",257.0.0.57.123,Varies with device,Rated for 3+,,Facebook
271,ABBANKmobile,Finance,3.6,839 total,Install,53.4759,9.62567,6.9518699999999995,3.7433199999999998,26.2032,"December 11, 2019",27M,"50,000+",2.3.0.2,4.4W and up,Rated for 3+,,VNPAY
272,Best SMS Ringtones 2020 🔥 | 100+ SMS Sounds,Libraries & Demo,4.5,"17,479 total",Install,78.125,9.375,6.25,1.5625,4.6875,"April 14, 2020",12M,"500,000+",1.5,5.0 and up,Rated for 3+,,New Best Ringtones and Notifications 2018 / 2019
273,咔咔�?說 - �?費全本�?說-網絡�?說-言情耽美�?�人爽文�?說-txt電�?書閱讀器,Books & Reference,4.5,"1,212 total",Install,72.9927,16.7883,6.5693399999999995,0.729927,2.91971,"April 8, 2020",9.8M,"10,000+",1.001.49,4.1 and up,Rated for 12+,"₫23,000 - ₫927,000 per item",玩趣科技
274,I love you images Gif - Romantic flower pictures,Lifestyle,4.4,52 total,Install,72.4638,17.3913,1.44928,1.44928,7.24638,"January 1, 2020",3.4M,"5,000+",2.1.1,4.0.3 and up,Rated for 12+,,Smart Wonderful App Inc.
275,Unified Products and Services,Business,4.2,"4,920 total",Install,75.7576,6.06061,3.0303,1.51515,13.6364,"April 13, 2020",10M,"100,000+",6.35.1,4.1 and up,Rated for 3+,,Unlitech Solutions
276,Sabah,News & Magazines,3.9,"6,061 total",Install,60.9756,9.7561,6.707319999999999,4.26829,18.2927,"April 20, 2020",13M,"500,000+",3.06,4.4 and up,Rated for 3+,,TURKUVAZ HABERLESME VE YAYINCILIK A.S.
277,GMX - Mail & Cloud,Communication,4.3,"303,894 total",Install,63.2911,23.4177,5.6962,1.89873,5.6962,"April 20, 2020",Varies with device,"10,000,000+",Varies with device,Varies with device,Rated for 3+,"₫13,000 - ₫129,000 per item",GMX
278,Maybank Wealth,Finance,4.3,63 total,Install,67.5676,15.5405,9.45946,1.35135,6.08108,"June 14, 2019",6.1M,"10,000+",1.4,4.1 and up,Rated for 3+,,Malayan Banking Berhad
279,Maybank QRPayBiz,Finance,4.1,663 total,Install,64.9351,13.6364,6.49351,1.94805,12.987,"March 3, 2020",19M,"100,000+",v2.1,4.4 and up,Rated for 3+,,Malayan Banking Berhad
280,หวยลาว (lao lottery) - ตรวจหวยลาว เลขเด็ด,News & Magazines,4.4,"3,840 total",Install,71.4286,13.5714,8.57143,1.4285700000000001,5.0,"February 28, 2020",3.4M,"100,000+",3.0.2,5.0 and up,Rated for 3+,"₫23,000 - ₫68,000 per item",Giant Studio
281,Sakuku,Finance,4.7,"13,539 total",Install,86.9565,5.21739,2.6087,0.8695649999999999,4.34783,"February 7, 2020",41M,"1,000,000+",1.7.1,4.4 and up,Rated for 3+,,PT Bank Central Asia Tbk.
282,IBK ONE BANKING GLOBAL,Finance,4.2,514 total,Install,68.4931,10.9589,4.7945199999999994,0.684932,15.0685,"March 26, 2020",20M,"100,000+",1.4.9,4.0 and up,Rated for 3+,,IBK 기업�?�행
283,Telstra Home Dashboard™,Tools,3.4,"1,802 total",Install,40.8163,17.9592,10.2041,2.4489799999999997,28.5714,"October 9, 2019",29M,"100,000+",5.0.0,6.0 and up,Rated for 3+,,Telstra Corporation Ltd.
284,Почта Банк. Конференции,Business,,,Install,,,,,,"February 12, 2019",16M,"1,000+",6.3.0,4.4 and up,Rated for 3+,,Pochta Bank
285,KTB Npa,Lifestyle,4.5,158 total,Install,74.6269,15.6716,1.49254,1.49254,6.716419999999999,"June 12, 2019",4.2M,"10,000+",1.0.29,5.1 and up,Rated for 3+,,Krungthai Bank PCL.
286,Caixa Gestão Despesas Portador,Finance,,,Install,,,,,,"August 20, 2019",49M,"500,000+",1.0.0,4.4 and up,Rated for 3+,,Caixa Econômica Federal
287,SBI Secure OTP,Finance,3.4,"11,793 total",Install,46.9484,11.7371,6.10329,4.22535,30.9859,"December 18, 2019",Varies with device,"1,000,000+",2.1.1,4.4 and up,Rated for 3+,,State Bank of India
288,SBI Wealth,Finance,4.0,99 total,Install,70.922,3.5461,3.5461,2.83688,19.1489,"January 1, 2020",12M,"10,000+",3.0.0.8,4.1 and up,Rated for 3+,,State Bank of India
289,iti Itaú: pagamentos e transferências,Finance,3.6,"6,550 total",Install,52.9101,7.93651,7.4074100000000005,4.7619,26.9841,"April 6, 2020",13M,"1,000,000+",1.10.2,5.0 and up,Rated for 3+,,Itaú Unibanco S. A.
290,CaixaBank Sign - Digital Coordinate Card,Finance,4.7,"82,788 total",Install,86.9565,9.56522,1.7391299999999998,0.0,1.7391299999999998,"April 6, 2020",11M,"1,000,000+",1.14.5,5.0 and up,Rated for 3+,,CaixaBank
291,Bradesco Click Conta,Finance,3.5,"2,868 total",Install,53.1915,6.91489,5.31915,4.255319999999999,30.3191,"January 23, 2019",Varies with device,"1,000,000+",2.0.29,4.4 and up,Rated for 3+,,Banco Bradesco SA
292,PayRemit - Pay with Remittance,Tools,4.3,139 total,Install,80.6452,4.03226,3.22581,0.8064520000000001,11.2903,"January 30, 2020",3.2M,"10,000+",1.059,4.4 and up,Rated for 3+,,PayRemit Online Solutions Inc.
293,KB스타뱅킹미니,Finance,2.5,"1,146 total",Install,25.9067,9.326419999999999,5.18135,7.7720199999999995,51.8135,"February 6, 2020",17M,"500,000+",X1.0.24,4.0 and up,Rated for 3+,,KB국민�?�행
294,Zombie Frontier 3: Sniper FPS,Action,4.1,"428,285 total",Install,64.9351,10.3896,7.142860000000001,3.8961,13.6364,"April 9, 2020",96M,"50,000,000+",2.33,4.4 and up,Rated for 16+,"₫24,000 - ₫2,350,000 per item",FT Games
295,ING Event App,Productivity,3.4,19 total,Install,47.619,10.4762,5.2381,10.4762,26.1905,"March 27, 2020",42M,"10,000+",9.2.0.0,5.0 and up,Rated for 3+,,ING Nederland
296,Iban Wallet: Invest and Grow,Finance,3.7,993 total,Install,53.4759,8.02139,13.9037,2.6738,21.9251,"April 16, 2020",24M,"50,000+",1.34.1,5.0 and up,Rated for 3+,,iban wallet
297,LOOKS - Real Makeup Camera,Photography,4.0,"35,546 total",Install,63.2911,10.1266,7.594939999999999,3.7974699999999997,15.1899,"October 13, 2017",43M,"5,000,000+",1.5.1,4.1 and up,Rated for 3+,,"SNOW, Inc."
298,FaceQ,Entertainment,4.4,"594,764 total",Install,74.0741,10.3704,5.92593,2.22222,7.4074100000000005,"July 28, 2019",19M,"10,000,000+",3.6.4,4.1 and up,Rated for 3+,,Bytedance Pte. Ltd.
299,"Photo Editor, Filters & Effects, Presets - Lumii",Photography,4.7,"208,541 total",Install,84.0336,10.084,3.36134,0.8403360000000001,1.68067,"March 30, 2020",27M,"10,000,000+",1.161.42,4.3 and up,Rated for 3+,"₫69,000 - ₫228,000 per item",InShot Inc.
300,Best Camera,Tools,4.3,"28,810 total",Install,72.9927,10.219,4.37956,2.18978,10.219,"August 7, 2019",3.3M,"5,000,000+",1.2.1,4.0.3 and up,Rated for 3+,,HD Camera
301,Crimsonland,Action,4.7,645 total,"₫249,000 Buy",84.0336,12.605,0.0,1.68067,1.68067,"December 2, 2019",Varies with device,"5,000+",1.3.8,4.0 and up,Rated for 12+,,10tons Ltd
302,Myth Defense LF,Strategy,4.5,"8,232 total","₫69,000 Buy",76.9231,12.3077,3.07692,1.53846,6.15385,"March 10, 2020",19M,"100,000+",2.3.8,4.0 and up,Rated for 7+,,Smartpix Games
303,Piano - Play & Learn Music,Music,3.6,"58,444 total",Install,56.8182,7.386360000000001,4.54545,2.27273,28.9773,"April 9, 2020",63M,"5,000,000+",2.2,5.0 and up,Rated for 3+,"₫44,000 - ₫2,100,000 per item",Gismart
304,Basket Wall,Arcade,4.3,488 total,Install,60.9756,18.9024,12.8049,3.6585400000000003,3.6585400000000003,"July 4, 2019",61M,"100,000+",1.4.0,4.4 and up,Rated for 12+,"₫46,755 per item",Natty Games
305,SnowRacer: Ramps,Casual,4.2,60 total,Install,69.4444,9.72222,6.25,4.86111,9.72222,"April 7, 2020",53M,"10,000+",1.6.6,4.4 and up,Rated for 3+,"₫21,000 - ₫447,000 per item",BusyBytes GmbH
306,"Battle Forces - FPS, online game",Action,,,Install,,,,,,"April 14, 2020",Varies with device,"50,000+",Varies with device,Varies with device,Rated for 16+,"₫9,299 - ₫1,857,754 per item",Full HP Ltd
307,神魔貼圖,Communication,4.5,70 total,Install,81.9672,6.55738,4.09836,0.819672,6.55738,"March 1, 2019",12M,"10,000+",1.2,4.3 and up,Rated for 3+,,Mad Head Limited
308,Cute Pocket Puppy 3D - Part 2,Arcade,4.1,"3,347 total",Install,65.7895,9.86842,6.57895,2.63158,15.1316,"March 24, 2020",52M,"500,000+",1.0.7.7,4.1 and up,Rated for 3+,"₫30,000 - ₫1,500,000 per item",Pocket Games Entertainment
309,Stunt Car Challenge 3,Arcade,4.3,"31,085 total",Install,68.9655,15.1724,6.89655,2.06897,6.89655,"April 1, 2020",78M,"5,000,000+",3.21,5.0 and up,Rated for 3+,"₫40,000 - ₫2,400,000 per item",Hyperkani
310,Mow Zombies,Casual,4.5,"22,943 total",Install,69.9301,21.6783,4.8951,1.3986,2.0979,"April 20, 2020",44M,"500,000+",1.2.5,4.1 and up,Rated for 7+,"₫24,000 - ₫2,350,000 per item",Digital Native
311,�?удиокниги - Модель ДлЯ Сборки (МДС) - бе�?платно,Music & Audio,4.5,"22,073 total",Install,78.125,11.7188,3.125,1.5625,5.46875,"August 6, 2019",7.8M,"500,000+",1.3.3,4.1 and up,Rated for 12+,"₫23,000 per item",Ally team
312,Dictionary - Merriam-Webster,Books & Reference,4.6,"496,942 total",Install,77.5194,13.1783,3.8759699999999997,1.55039,3.8759699999999997,"April 2, 2020",97M,"10,000,000+",5.0.2,4.1 and up,Rated for 3+,"₫45,000 per item",Merriam-Webster Inc.
313,cloudLibrary,Books & Reference,3.5,"13,760 total",Install,41.6667,19.1667,10.4167,9.58333,19.1667,"January 13, 2020",Varies with device,"500,000+",Varies with device,Varies with device,Rated for 3+,,Bibliotheca Ltd
314,Aldiko Book Reader,Books & Reference,4.1,"212,334 total",Install,59.5238,17.2619,7.7381,4.16667,11.3095,"October 26, 2018",16M,"10,000,000+",3.1.3,4.0 and up,Rated for 3+,"₫29,000 per item",De Marque
315,Cool Reader GL,Books & Reference,3.5,"6,640 total",Install,44.6429,13.8393,12.5,8.48214,20.5357,"July 15, 2015",Varies with device,"500,000+",Varies with device,2.1 and up,Rated for 3+,,Vadim Lopatin
316,Weverse,Social,4.6,"172,680 total",Install,84.7458,6.779660000000001,3.3898300000000003,0.847458,4.23729,"April 17, 2020",21M,"1,000,000+",1.3.5,4.4 and up,Rated for 12+,"₫19,000 - ₫473,000 per item","beNX CO., LTD"
317,AlReader Donate 10,Books & Reference,5.0,76 total,"₫219,000 Buy",99.0099,0.990099,0.0,0.0,0.0,"July 8, 2014",59k,100+,1.0,1.6 and up,Rated for 3+,,Alan.Neverland
318,نوار، مرجع کتاب های صوتی,Books & Reference,4.3,"3,330 total",Install,66.6667,14.6667,9.33333,1.33333,8.0,"March 15, 2020",7.3M,"100,000+",3.1.3-g,4.1 and up,Rated for 3+,,Navaar Audiobooks
319,Audioteka,Entertainment,4.4,"3,117 total",Install,72.9927,14.5985,2.91971,2.18978,7.29927,"April 17, 2020",9.2M,"100,000+",3.15.0,4.1 and up,Rated for 12+,,Audioteka S.A.
320,Advanced English Dictionary: Meanings & Definition,Education,4.2,"25,487 total",Install,61.7284,19.1358,9.259260000000001,2.4691400000000003,7.4074100000000005,"March 19, 2020",27M,"1,000,000+",3.2,4.1 and up,Rated for 3+,"₫75,000 per item",S A Technalogies
321,انگریزی سیکھیں Learn English Speaking in Urdu,Education,4.3,"6,211 total",Install,70.922,9.92908,7.0922,4.255319999999999,7.801419999999999,"December 22, 2019",7.6M,"1,000,000+",3.3,4.2 and up,Rated for 3+,,S A Technalogies
322,Free Audiobooks,Books & Reference,4.2,"32,252 total",Install,64.5161,16.7742,5.80645,1.9354799999999999,10.9677,"March 31, 2020",8.8M,"1,000,000+",1.14.17,4.1 and up,Rated for 3+,,Sanity Audio Apps
323,TapRead - Novels & Comics,Books & Reference,4.4,"2,120 total",Install,64.9351,22.0779,6.49351,1.2987,5.1948099999999995,"April 20, 2020",11M,"100,000+",1.8.0.012,4.1 and up,Rated for 3+,"₫23,000 - ₫929,000 per item",TapRead
324,NovelReader - Read Novel Offline & Online,Books & Reference,4.5,"8,434 total",Install,68.4931,21.9178,4.7945199999999994,0.684932,4.10959,"September 27, 2019",16M,"100,000+",2.0,5.0 and up,Rated for 3+,,TP13 CO
325,(구)�?보문고 전�?�?�서관,Lifestyle,2.8,"4,774 total",Install,23.8095,11.4286,20.9524,12.0635,31.746,"June 27, 2019",72M,"1,000,000+",1.3.1,4.1 and up,Rated for 3+,,KYOBO BOOK CENTRE
326,Kobo Books - eBooks & Audiobooks,Books & Reference,4.4,"258,134 total",Install,67.5676,20.2703,4.72973,2.02703,5.40541,"May 30, 2019",Varies with device,"10,000,000+",Varies with device,Varies with device,Rated for 12+,,Kobo Books
327,Learn English | ইংরেজি ভাষা শিখ�?ন | Spoken English,Education,4.7,281 total,Install,86.9565,5.21739,4.34783,0.0,3.4782599999999997,"February 22, 2020",23M,"100,000+",1.7,4.1 and up,Rated for 3+,,F3 Organisation
328,Language Translator Free App,Education,4.7,750 total,Install,90.9091,2.72727,1.81818,0.909091,3.63636,"April 2, 2020",3.6M,"10,000+",1.0.2,4.0 and up,Rated for 3+,,Digital Smart Apps
329,Bridge Builder Simulator,Puzzle,4.0,"19,315 total",Install,63.6943,10.828,7.6433100000000005,3.18471,14.6497,"September 11, 2018",82M,"1,000,000+",1.4,4.1 and up,Rated for 3+,"₫44,616 - ₫223,322 per item",Aidem Media
330,کتابخوان انتشارات نگاه,Books & Reference,4.7,14 total,Install,86.2069,0.0,13.7931,0.0,0.0,"October 24, 2017",14M,"1,000+",6.4.4,4.0.3 and up,Rated for 3+,,Taaghche
331,TED,Education,4.6,"200,367 total",Install,81.9672,11.4754,3.27869,0.819672,2.45902,"January 2, 2020",18M,"10,000,000+",4.5.5,5.0 and up,Rated for 3+,,TED Conferences LLC
332,Wikimedia Commons,Photography,3.9,530 total,Install,60.9756,9.7561,8.536589999999999,4.87805,15.8537,"February 1, 2020",15M,"10,000+",2.12.3,4.4 and up,Rated for 12+,,Wikimedia Foundation
333,真人牌�?,Casual,4.5,"6,452 total",Install,80.0,8.0,4.8,0.0,7.2,"March 12, 2020",56M,"100,000+",2.1.10,4.1 and up,Rated for 12+,"₫23,000 - ₫1,600,000 per item",XL GAMES
334,Ludo SuperStar,Board,4.2,"147,187 total",Install,69.4444,10.4167,4.86111,2.77778,12.5,"April 11, 2020",32M,"50,000,000+",21.57,4.3 and up,Rated for 12+,"₫6,500 - ₫1,450,000 per item",BlackLight Studio Games
335,Sholo Guti - Bead 16 (Damroo) New 2020,Board,4.1,"10,653 total",Install,67.5676,8.78378,6.756760000000001,3.3783800000000004,13.5135,"February 27, 2020",10M,"5,000,000+",1.0.25,4.0 and up,Rated for 3+,,Moonfrog
336,Learn Numbers 123 Kids Free Game - Count & Tracing,,4.3,"2,425 total",Install,72.9927,10.9489,3.64964,2.91971,9.48905,"August 27, 2019",8.9M,"1,000,000+",2.9,4.2 and up,Rated for 3+,"₫70,000 per item",GunjanApps Studios
337,Children Puzzle for Kids Pets,,4.1,"2,010 total",Install,60.9756,16.4634,7.317069999999999,4.87805,10.3659,"August 29, 2019",40M,"1,000,000+",1.4,4.1 and up,Rated for 3+,,little apple
338,"Batak - Tekli, Eşli İnternetsiz Batak",Card,4.5,"30,412 total",Install,76.9231,12.3077,5.38462,0.769231,4.61538,"March 14, 2020",20M,"1,000,000+",3.12.3,4.0 and up,Rated for 3+,,Fuzzy Mobile Games
339,Çanak Okey - İnternetsiz,Board,,,Install,,,,,,"November 1, 2019",36M,"100,000+",1.9,4.1 and up,Rated for 12+,"₫19,000 - ₫982,000 per item",SNG Games
340,Birthday Wishes Messages,Social,,,Install,,,,,,"November 11, 2019",4.8M,"1,000+",1.2,4.0.3 and up,Rated for 12+,,MJ+
341,Preschool learning games for kids: shapes & colors,,4.3,"19,384 total",Install,62.5,20.625,8.125,2.5,6.25,"January 28, 2020",29M,"1,000,000+",06.00.010,4.1 and up,Rated for 3+,"₫49,000 per item",Didactoons
342,Criminal Case: Pacific Bay,Adventure,4.5,"218,331 total",Install,78.7402,11.0236,4.72441,1.5748,3.93701,"February 14, 2020",Varies with device,"10,000,000+",2.32.2,4.1 and up,Rated for 12+,"₫22,000 - ₫2,199,000 per item",Pretty Simple
343,Implosion - Never Lose Hope,Action,3.9,"279,840 total",Install,63.6943,7.6433100000000005,5.09554,3.18471,20.3822,"January 9, 2018",23M,"5,000,000+",1.2.12,4.0 and up,Rated for 12+,"₫226,000 per item",Rayark International Limited
344,Bubble Shooter 3,Puzzle,4.2,"21,982 total",Install,65.3595,13.7255,7.843139999999999,3.9215699999999996,9.15033,"April 14, 2020",Varies with device,"5,000,000+",10.15,4.1 and up,Rated for 3+,"₫25,000 - ₫2,400,000 per item",Bubble Shooter Artworks
345,Tinycards by Duolingo: Fun & Free Flashcards,,4.0,"9,693 total",Install,54.3478,16.8478,11.413,6.52174,10.8696,"September 7, 2018",4.6M,"1,000,000+",1.0,5.0 and up,Rated for 3+,,Duolingo
346,The Walking Dead: Season Two,Adventure,4.5,"658,368 total",Install,81.9672,7.37705,3.27869,1.6393400000000002,5.7377,"November 29, 2016",12M,"10,000,000+",1.35,2.3.3 and up,Rated for 18+,"₫113,000 - ₫340,000 per item","Howyaknow, LLC"
347,"EtoosIndia: IIT JEE,NEET,CBSE,Foundation Prep App",Education,3.3,"1,110 total",Install,50.5051,4.54545,6.06061,7.070710000000001,31.8182,"February 29, 2020",44M,"100,000+",1.1.36,4.4 and up,Rated for 3+,,ETOOS Education Pvt. Ltd.
348,BYJU'S Parent Connect,Education,4.3,"5,018 total",Install,72.9927,9.48905,5.10949,2.18978,10.219,"April 9, 2020",22M,"500,000+",3.2.0,4.1 and up,Rated for 3+,,BYJU'S
349,SGK - Sách giáo khoa Sách giải h�?c tốt,Education,4.4,"5,273 total",Install,75.7576,10.6061,4.54545,2.27273,6.81818,"March 25, 2020",11M,"500,000+",1.4.6,4.2 and up,Rated for 3+,,Bibo Learn English
350,NhacCuaTui,Entertainment,4.2,"683,804 total",Install,64.9351,15.5844,6.49351,2.5974,10.3896,"April 12, 2020",Varies with device,"10,000,000+",Varies with device,Varies with device,Rated for 12+,"₫30,000 - ₫499,000 per item",NCT Corporation
351,Music Player,Music & Audio,4.4,"20,751 total",Install,74.0741,8.88889,5.92593,2.22222,8.88889,"March 7, 2017",6.3M,"1,000,000+",2.0,4.1 and up,Rated for 3+,,SeattleApps
352,Music Player,Music & Audio,4.6,"1,045,438 total",Install,76.3359,14.5038,4.58015,1.52672,3.05344,"March 6, 2020",Varies with device,"50,000,000+",Varies with device,Varies with device,Rated for 3+,"₫46,000 per item",mytechnosound
353,Super Doggy,Casual,4.5,106 total,Install,77.5194,7.751939999999999,5.42636,5.42636,3.8759699999999997,"March 16, 2020",37M,"10,000+",1.1.2,5.0 and up,Rated for 3+,"₫40,000 per item",Zepni Ltd.
354,Abs Workout for Women,Health & Fitness,4.7,"2,473 total",Install,81.3008,16.2602,0.813008,0.813008,0.813008,"November 26, 2019",46M,"500,000+",1.5f3,4.1 and up,Rated for 3+,"₫21,000 - ₫71,000 per item",everything for people
355,Fyuse - 3D Photos,Photography,3.8,"38,963 total",Install,54.6448,16.9399,5.46448,2.73224,20.2186,"March 3, 2020",Varies with device,"1,000,000+",4.6.9,5.0 and up,Rated for 12+,,"Fyusion, Inc."
356,ድርሳ�? ሚካኤ�?,Education,4.4,180 total,Install,81.3008,4.87805,2.43902,2.43902,8.94309,"December 20, 2019",3.4M,"50,000+",3.0,4.0.3 and up,Rated for 3+,,Kaleb Berhanu
357,MPSound,Music & Audio,4.6,"27,961 total",Install,77.5194,16.2791,3.10078,0.7751939999999999,2.32558,"April 20, 2020",6.5M,"1,000,000+",3.6,4.1 and up,Rated for 3+,,Ernestapp
358,Ptushki – Определитель птиц Белару�?и,Education,4.7,242 total,Install,90.9091,3.63636,0.909091,0.0,4.54545,"February 28, 2019",25M,"5,000+",1.1.3,4.1 and up,Rated for 3+,,ptushki.org
359,SHAREit - Transfer & Share,Tools,4.3,"13,750,512 total",Install,72.4638,9.42029,5.7971,2.89855,9.42029,"April 20, 2020",32M,"1,000,000,000+",5.3.98_ww,4.1 and up,Rated for 3+,,SHAREit Technologies Co.Ltd
360,Reverse Video: Reverse video effect & Rewind video,Video Players & Editors,3.7,799 total,Install,62.5,2.5,7.5,2.5,25.0,"February 4, 2020",34M,"100,000+",1.2.5,4.1 and up,Rated for 3+,,Rewind App & Heart Camera - Snap Photo Editor
361,StrikeBox: Sandbox&Shooter,Action,4.2,"17,341 total",Install,70.922,7.0922,4.96454,3.5461,13.4752,"February 14, 2020",61M,"5,000,000+",1.3.5,4.1 and up,Rated for 16+,"₫21,000 - ₫1,050,000 per item",ChaloApps
362,Cubic 2 3 4 Player Games,Arcade,4.1,"11,676 total",Install,66.2252,9.271519999999999,6.62252,3.31126,14.5695,"March 30, 2020",28M,"5,000,000+",1.9.9.5,4.1 and up,Rated for 3+,,CubeCube Sports
363,テレ�?news / �?れるタイムライン　動画�?�見るニュース,News & Magazines,4.1,352 total,Install,58.4795,14.6199,14.0351,0.0,12.8655,"March 24, 2020",3.3M,"50,000+",3.1.0,4.4 and up,Rated for 3+,,TV Asahi Corporation
364,Cisco Webex Meetings,Business,4.2,"382,183 total",Install,59.5238,22.619,7.7381,2.9761900000000003,7.142860000000001,"April 19, 2020",46M,"10,000,000+",40.2.6,5.0 and up,Rated for 3+,,"Cisco Systems, Inc."
365,PDF Reader for Android,Tools,4.2,"121,457 total",Install,67.5676,14.8649,5.40541,2.02703,10.1351,"April 10, 2020",29M,"10,000,000+",12.1,4.4 and up,Rated for 3+,"₫46,000 per item",Reader Tools
366,AdventureCraft: 3D Craft Building & Block Survival,Simulation,4.0,"46,279 total",Install,64.9351,8.44156,5.1948099999999995,3.8961,17.5325,"April 14, 2020",Varies with device,"5,000,000+",4.2.6,Varies with device,Rated for 7+,"₫22,000 - ₫1,100,000 per item",Tellurion Mobile
367,Truck Simulator : Europe 2,Simulation,4.2,"136,932 total",Install,66.6667,11.3333,6.66667,3.33333,12.0,"July 12, 2019",48M,"10,000,000+",0.22,4.1 and up,Rated for 3+,"₫23,000 - ₫68,000 per item",WandA
368,Swipe n cut : 2020's Latest Disc offline games,Simulation,4.0,"1,302 total",Install,62.1118,11.1801,6.211180000000001,6.8323,13.6646,"February 26, 2020",21M,"100,000+",1.29,4.1 and up,Rated for 3+,"₫46,000 per item",The Knights Pvt Ltd
369,Line Color 3D,Casual,4.0,"109,281 total",Install,62.1118,10.559000000000001,8.69565,4.96894,13.6646,"February 26, 2020",35M,"50,000,000+",1.8,5.0 and up,Rated for 3+,"₫69,000 - ₫139,000 per item",tastypill
370,Too Many Cooks,Casual,4.0,242 total,Install,58.8235,13.5294,10.0,8.82353,8.82353,"April 15, 2020",58M,"10,000+",0.5.7,7.0 and up,Rated for 3+,"₫69,000 - ₫2,199,000 per item",Playstack
371,Wormax.io,Action,4.0,"194,292 total",Install,60.6061,12.1212,7.27273,4.24242,15.7576,"March 14, 2019",27M,"10,000,000+",0.4250,4.1 and up,Rated for 3+,"₫45,000 - ₫2,300,000 per item",Elyland
372,Color Swipe,Puzzle,3.7,"5,823 total",Install,49.0196,12.2549,16.1765,8.33333,14.2157,"April 6, 2020",20M,"1,000,000+",0.18.1,5.1 and up,Rated for 3+,"₫87,000 per item",Popcore Games
373,Epic Stickman Knight Hero Fighting: Javelin Tower,Action,4.2,"22,180 total",Install,62.8931,16.3522,8.80503,3.14465,8.80503,"March 27, 2019",Varies with device,"1,000,000+",1.2.16,4.1 and up,Rated for 12+,"₫24,000 per item",My Games Island - Play game for fun
374,Unicorn Art Pixel - Color By Number,,4.5,"1,766 total",Install,78.125,10.9375,3.90625,0.0,7.03125,"March 14, 2020",8.4M,"100,000+",1.0.7,4.1 and up,Rated for 3+,"₫69,000 - ₫463,000 per item",Mattie S Thomas
375,Last Hope TD - Zombie Tower Defense Games Offline,Strategy,4.5,"109,399 total",Install,68.4931,22.6027,5.47945,1.36986,2.05479,"February 18, 2020",126M,"1,000,000+",3.75,4.1 and up,Rated for 12+,"₫20,000 - ₫747,000 per item",JE Software AB
376,Fireworks Arcade,Casual,4.3,"25,554 total",Install,71.9424,9.35252,5.7554,3.59712,9.35252,"February 23, 2017",2.2M,"1,000,000+",1.1,4.0.3 and up,Rated for 3+,,Big Duck Games LLC
377,Beast Quest,Role Playing,3.9,"32,528 total",Install,59.1716,11.8343,9.46746,5.32544,14.2012,"January 13, 2020",60M,"5,000,000+",1.0.4,4.1 and up,Rated for 3+,"₫6,000 - ₫489,300 per item",Animoca Brands
