id,app_name,genre,rating,reviews,cost_label,rate_5_pc,rate_4_pc,rate_3_pc,rate_2_pc,rate_1_pc,updated,size,installs,current_version,requires_android,content_rating,in_app_products,offered_by
1036,�?ャレンジ600点 for the TOEIC®TEST,Education,,,Install,,,,,,"August 25, 2019",65M,10+,1.0.0,4.0 and up,Rated for 3+,,h-study
1037,English Radio,Education,4.5,"2,488 total",Install,76.9231,13.8462,3.07692,2.30769,3.84615,"April 19, 2020",50M,"100,000+",7.1,4.2 and up,Rated for 12+,,SMARTRAY STUDIO
1038,MtLaurelLib,Books & Reference,3.8,9 total,Install,44.4444,33.3333,0.0,0.0,22.2222,"May 11, 2016",7.3M,"1,000+",2.21,4.0.3 and up,Rated for 3+,,LibraryThing.com
1039,Photomath,,4.6,"1,533,802 total",Install,81.9672,10.6557,2.45902,0.819672,4.09836,"April 7, 2020",Varies with device,"100,000,000+",Varies with device,Varies with device,Rated for 3+,"₫22,000 - ₫1,400,000 per item","Photomath, Inc."
1040,Technicom - MyCollege mobiel,Education,,,Install,,,,,,"October 8, 2018",12M,"1,000+",3.5.2,4.4 and up,Rated for 3+,,Moodle Pty Ltd.
1041,English Thai Dictionary Offline,Education,4.5,266 total,Install,72.9927,16.7883,4.37956,3.64964,2.18978,"March 19, 2020",69M,"50,000+",1.3.0,4.1 and up,Rated for 3+,"₫90,000 - ₫120,000 per item",Bibo Learn English
1042,iThong - Tra cứu xử phạt giao thông,Education,4.7,364 total,Install,81.3008,10.5691,6.50407,0.813008,0.813008,"April 4, 2020",14M,"50,000+",1.7.6,4.3 and up,Rated for 3+,,THƯ VIỆN PH�?P LUẬT
1043,NhacCuaTui TV,Entertainment,3.9,"3,091 total",Install,64.9351,4.54545,5.1948099999999995,4.54545,20.7792,"January 16, 2020",Varies with device,"500,000+",Varies with device,Varies with device,Rated for 12+,,NCT Corporation
1044,GET IT - Buy & Sell Best Deals,Shopping,4.2,"9,213 total",Install,68.4931,10.274000000000001,4.7945199999999994,2.7397299999999998,13.6986,"February 21, 2020",8.2M,"1,000,000+",4.1.1.426,4.4 and up,Rated for 3+,,©LINE Plus Corporation
1045,TOEFL English Vocabulary Cards,Education,4.7,"4,696 total",Install,80.0,15.2,1.6,0.8,2.4,"January 21, 2020",22M,"500,000+",3.5.0,4.1 and up,Rated for 3+,,Magoosh
1046,Music video - photo slideshow,Video Players & Editors,4.5,"38,329 total",Install,77.5194,10.0775,3.8759699999999997,2.32558,6.20155,"January 6, 2020",27M,"5,000,000+",45,5.0 and up,Rated for 3+,,smart apps smart tools
1047,GOM Saver: Free up space on your phone,Tools,3.9,"6,568 total",Install,64.1026,7.05128,5.76923,3.20513,19.8718,"March 10, 2020",7.6M,"1,000,000+",1.2.6,4.3 and up,Rated for 3+,,GOM & Company
1048,Music player,Music & Audio,4.6,"24,276 total",Install,81.9672,8.19672,4.09836,1.6393400000000002,4.09836,"April 21, 2020",4.8M,"1,000,000+",1.3.5,4.1 and up,Rated for 3+,,ls&la
1049,Chef Ranveer Brar,Food & Drink,4.5,345 total,Install,79.3651,8.73016,5.55556,0.793651,5.55556,"March 21, 2020",4.8M,"10,000+",1.6,5.0 and up,Rated for 3+,,Hungama Digital Media Entertainment Pvt. Ltd.
1050,Crossy Heroes: Avengers of Smashy City,Arcade,4.3,"53,727 total",Install,71.4286,11.4286,5.71429,2.1428599999999998,9.28571,"November 14, 2019",31M,"5,000,000+",1.2,4.1 and up,Rated for 7+,"₫21,000 - ₫123,000 per item",Wizard Games Incorporated
1051,Quarry Driver 3: Giant Trucks,Racing,3.9,"5,950 total",Install,58.4795,12.2807,9.35672,5.84795,14.0351,"June 1, 2018",Varies with device,"1,000,000+",1.1,4.1 and up,Rated for 3+,"₫21,799 - ₫273,990 per item",Play With Games
1052,Crash City: Heavy Traffic Drive,Racing,3.7,"2,275 total",Install,56.4972,9.604519999999999,8.47458,3.9548,21.4689,"March 2, 2020",72M,"500,000+",1.1,4.1 and up,Rated for 3+,"₫43,000 - ₫556,000 per item",Play With Games
1053,Learn to Draw Cute Drinks & Juices,Art & Design,4.3,237 total,Install,77.5194,4.65116,6.20155,0.7751939999999999,10.8527,"March 3, 2020",18M,"100,000+",1.0.2,4.4 and up,Rated for 3+,,Just Creative Club
1054,PuzziPix,Photography,4.9,17 total,"₫46,000 Buy",94.3396,5.66038,0.0,0.0,0.0,"October 26, 2019",68M,100+,1.0.8,4.4 and up,Rated for 3+,,JixiPix Software
1055,Ektacam - Analog film camera,Photography,3.8,393 total,Install,51.5464,15.9794,10.8247,7.731960000000001,13.9175,"May 23, 2017",17M,"50,000+",1.1.4,4.0.3 and up,Rated for 3+,"₫24,000 - ₫96,000 per item",FGAE
1056,Movee: animate your photo with vhs glitch graphics,Photography,4.0,579 total,Install,58.8235,14.7059,8.82353,7.647060000000001,10.0,"April 14, 2020",17M,"100,000+",1.134,5.0 and up,Rated for 3+,"₫35,000 - ₫1,050,000 per item",Sixhands
1057,PhotoMania - Photo Effects,Photography,4.6,"27,613 total",Install,75.7576,17.4242,3.7878800000000004,0.757576,2.27273,"February 11, 2019",10M,"1,000,000+",1.9.20,4.0.3 and up,Rated for 3+,"₫21,035 - ₫22,301 per item",Trionity
1058,My photo phone dialer - Phone Dialer - Contacts,Personalization,4.4,"19,448 total",Install,79.3651,6.34921,3.1746,2.38095,8.73016,"April 11, 2020",6.5M,"5,000,000+",4.1.6,6.0 and up,Rated for 3+,,Judi Studio
1059,Climograph,Education,,,Install,,,,,,"April 2, 2018",5.0M,500+,1.2,4.0.3 and up,Rated for 3+,,desdelosalvaje
1060,Photo Collage- Pic Frame Maker- Picture Collage,Photography,4.7,"12,324 total",Install,84.0336,11.7647,2.52101,0.0,1.68067,"April 17, 2020",91M,"1,000,000+",3.8.0417,4.4 and up,Rated for 3+,"₫19,999 - ₫999,000 per item",PhotoArt Inc.
1061,ArifZefen,Music & Audio,4.4,"4,310 total",Install,72.9927,10.9489,5.83942,2.18978,8.0292,"April 20, 2020",14M,"500,000+",5.0.4,4.1 and up,Rated for 3+,"₫23,000 per item",ArifSoft
1062,Automatic Background Changer,Photography,4.5,"107,108 total",Install,73.5294,16.1765,5.14706,1.47059,3.6764699999999997,"May 5, 2019",5.4M,"10,000,000+",3.6.2,4.4 and up,Rated for 3+,,Best Photo Effects
1063,Whatsave – Status Downloader for WhatsApp,Tools,4.2,"2,296 total",Install,66.2252,12.5828,6.62252,3.31126,11.2583,"March 14, 2020",5.9M,"500,000+",1.1.4,4.3 and up,Rated for 3+,"₫39,000 per item",SEAK
1064,"Guitar Tuner, Bass, Violin, Banjo & more | DaTuner",Music & Audio,4.2,"205,115 total",Install,64.9351,16.2338,5.1948099999999995,1.2987,12.3377,"March 26, 2020",14M,"10,000,000+",3.118,4.1 and up,Rated for 3+,"₫23,000 - ₫1,150,000 per item",Prometheus Interactive LLC
1065,Фармаграм Ме�?�?енджер,Medical,,,Install,,,,,,"April 10, 2020",10.0M,10+,1.0.11,5.0 and up,Rated for 12+,,Zumnino
1066,Махаон МКБ 10,Medical,,,Install,,,,,,"November 4, 2015",711k,"50,000+",1.0.04/11/2015,2.2 and up,Rated for 3+,,Makhaon Software
1067,Cargo Crew: Port Truck Driver,Racing,3.8,"3,198 total",Install,51.5464,16.4948,10.3093,6.185569999999999,15.4639,"June 19, 2018",Varies with device,"1,000,000+",1.1,4.1 and up,Rated for 3+,"₫21,799 - ₫273,990 per item",Play With Games
1068,Video Downloader for TikTok - TikMate,Video Players & Editors,4.1,"41,828 total",Install,70.922,5.67376,2.83688,2.1276599999999997,18.4397,"April 13, 2020",6.3M,"1,000,000+",1.01.53.0413,4.4 and up,Rated for 3+,"₫45,000 per item",Video Downloader & Video Player & Photo Downloader
1069,"Status Saver for WhatsApp Video, Status Downloader",Social,4.3,"7,087 total",Install,75.7576,6.81818,4.54545,2.27273,10.6061,"July 29, 2019",3.3M,"1,000,000+",1.0.2,4.4 and up,Rated for 3+,,InShot Inc.
1070,Video Player,Video Players & Editors,4.8,"14,240 total",Install,92.5926,2.77778,1.85185,0.925926,1.85185,"February 27, 2020",10M,"1,000,000+",3.9,4.2 and up,Rated for 3+,,"Tool Apps (music, video, recorder)"
1071,"Karaoke - Sing Karaoke, Unlimited Songs",Music & Audio,4.0,"887,349 total",Install,62.8931,12.5786,6.918239999999999,2.51572,15.0943,"March 15, 2020",16M,"50,000,000+",3.16.103,5.0 and up,Rated for 12+,"₫21,000 - ₫2,300,000 per item",Yokee™
1072,∞ Infinity Loop ®,Puzzle,4.7,"623,882 total",Install,80.0,13.6,3.2,0.8,2.4,"April 11, 2020",Varies with device,"10,000,000+",Varies with device,Varies with device,Rated for 3+,"₫16,958 - ₫529,000 per item",InfinityGames.io
1073,Apple Knight: Action Platformer,Action,4.5,"73,278 total",Install,71.4286,17.1429,5.71429,2.1428599999999998,3.5714300000000003,"April 9, 2020",44M,"1,000,000+",2.0.2,4.4 and up,Rated for 3+,"₫23,000 - ₫463,000 per item","Limitless, LLC"
1074,NyxQuest: Kindred Spirits,Adventure,4.3,"9,148 total",Install,68.0272,14.2857,6.12245,3.40136,8.163269999999999,"August 6, 2019",100M,"500,000+",1.19,4.1 and up,Rated for 3+,"₫52,000 per item",Over the Top Games
1075,Morphite,Adventure,3.6,"61,303 total",Install,50.7614,12.1827,8.629439999999999,6.0913699999999995,22.335,"March 28, 2019",25M,"1,000,000+",1.53,4.4 and up,Rated for 12+,"₫68,000 - ₫113,000 per item",Crescent Moon Games
1076,Radio China,Music & Audio,4.5,"1,074 total",Install,70.922,17.7305,7.0922,0.70922,3.5461,"February 19, 2020",7.3M,"50,000+",8.5.5,4.1 and up,Rated for 3+,,Radio Nation - FM AM Online Music
1077,Stick of Titan,Action,4.4,"84,993 total",Install,72.9927,10.9489,5.10949,2.18978,8.75912,"March 28, 2020",5.7M,"5,000,000+",1.78.0,4.1 and up,Rated for 12+,"₫43,000 - ₫325,000 per item",sk_Mine
1078,8x8 Virtual Office,Business,4.0,"3,007 total",Install,58.1395,19.186,4.06977,5.232559999999999,13.3721,"April 21, 2020",29M,"100,000+",8.5.1,6.0 and up,Rated for 3+,,"8x8, Inc"
1079,Cricket Australia Live,Sports,4.6,"16,666 total",Install,70.922,23.4043,3.5461,0.70922,1.41844,"March 30, 2020",20M,"1,000,000+",5.15.0,4.1 and up,Rated for 3+,,Cricket Australia
1080,Jeeto Pakistan Shows,Entertainment,4.1,126 total,Install,69.9301,6.29371,5.59441,2.0979,16.0839,"August 19, 2019",36M,"50,000+",1.1,4.1 and up,Rated for 3+,,ARY SERVICES LTD.
1081,Puffin for Facebook,Social,3.9,"12,213 total",Install,61.7284,11.1111,6.17284,4.32099,16.6667,"March 19, 2020",Varies with device,"1,000,000+",8.3.0.41421,4.1 and up,Rated for 12+,,"CloudMosa, Inc."
1082,26 Surtein,Lifestyle,4.7,687 total,Install,90.9091,4.54545,0.0,0.0,4.54545,"October 6, 2019",56M,"100,000+",1.2,4.4 and up,Rated for 3+,,Indian App World
1083,성경듣기 (No Ads),Books & Reference,4.7,9 total,"₫75,000 Buy",66.6667,33.3333,0.0,0.0,0.0,"January 22, 2020",24M,100+,4.40,4.1 and up,Rated for 3+,,TheDailyBible.NET
1084,iLovePDF - PDF Editor & Reader,Productivity,4.3,"12,704 total",Install,68.4931,14.3836,4.7945199999999994,1.36986,10.9589,"February 6, 2020",18M,"500,000+",1.3.9,5.0 and up,Rated for 3+,"₫133,000 - ₫1,050,000 per item",iLovePDF
1085,Bike Racing Tricks 2019: New Motorcycle Games 2020,Travel & Local,4.3,"1,995 total",Install,80.0,3.2,2.4,2.4,12.0,"March 28, 2020",73M,"1,000,000+",1.12,4.1 and up,Rated for 12+,"₫23,000 - ₫93,000 per item",PlayTrends
1086,Mega Ramp GT Car Stunt Master: Stunt Games 2020,Role Playing,4.3,117 total,Install,74.6269,10.4478,2.23881,0.0,12.6866,"April 15, 2020",33M,"100,000+",1.0,4.1 and up,Rated for 3+,"₫44,000 - ₫322,000 per item",Apic Studio
1087,新一代宗師,Role Playing,4.1,"22,997 total",Install,64.5161,10.3226,8.3871,2.58065,14.1935,"June 5, 2018",30M,"1,000,000+",4.3.2,2.3.3 and up,Rated for 12+,"₫41,989 - ₫2,109,789 per item",GTarcade
1088,EvoHero - Idle Gladiators,Strategy,3.9,41 total,Install,60.9756,7.317069999999999,4.87805,9.7561,17.0732,"April 17, 2020",8.7M,"10,000+",1.0.6,4.4 and up,Rated for 3+,"₫23,000 - ₫468,000 per item",Night Steed S.C.
1089,Zombies: Shooting Adventure Survival,Action,4.6,"1,233 total",Install,72.4638,21.7391,2.17391,2.89855,0.724638,"December 24, 2019",45M,"50,000+",1.0.1,4.4 and up,Rated for 12+,"₫70,000 - ₫463,000 per item",Royal Ark. We craft best action games every day
1090,Super Brain,Puzzle,3.9,"3,308 total",Install,58.1395,12.2093,7.55814,6.9767399999999995,15.1163,"January 29, 2020",25M,"500,000+",1.3.5,4.1 and up,Rated for 3+,"₫44,000 - ₫113,000 per item",aaron.zhang
1091,Survival City - Zombie Base Build and Defend,Strategy,3.9,"11,303 total",Install,60.24100000000001,12.6506,6.626510000000001,4.21687,16.2651,"March 16, 2020",66M,"500,000+",1.6.2,4.4 and up,Rated for 7+,"₫22,000 - ₫3,050,000 per item",Playstack
1092,Idle Car Crusher,Casual,4.3,"4,705 total",Install,75.7576,6.81818,5.303030000000001,3.0303,9.090910000000001,"October 9, 2019",33M,"100,000+",1.0.27,4.1 and up,Rated for 12+,"₫23,000 - ₫3,950,000 per item",GZFree Game
1093,The Factory,Casual,4.4,"39,204 total",Install,66.6667,18.0,8.0,2.66667,4.66667,"April 6, 2016",13M,"500,000+",1.1.0,4.0.3 and up,Rated for 3+,"₫6,000 - ₫33,000 per item",ElectroWolff Games
1094,Office Story,Simulation,4.4,"57,712 total",Install,70.4225,15.493,6.338030000000001,2.11268,5.6338,"February 12, 2018",57M,"1,000,000+",2.0.1,4.1 and up,Rated for 3+,"₫24,000 - ₫2,400,000 per item",Celtic Spear
1095,LASERBREAK Renegades,Puzzle,3.7,537 total,"₫6,000 Buy",42.5532,23.8298,11.9149,1.70213,20.0,"June 4, 2019",32M,"50,000+",1.01,4.0.3 and up,Rated for 3+,,errorsevendev
1096,Laser Box - Winter,Puzzle,4.7,886 total,Install,81.9672,13.1148,3.27869,0.0,1.6393400000000002,"December 12, 2016",48M,"50,000+",1.12,2.3 and up,Rated for 3+,"₫10,392 - ₫185,000 per item",Renderise
1097,Folding Blocks,Puzzle,3.9,"37,334 total",Install,52.9101,16.9312,10.582,5.82011,13.7566,"April 17, 2020",57M,"10,000,000+",0.76.1,5.1 and up,Rated for 3+,"₫78,000 per item",Popcore Games
1098,Stop them ALL !,Action,4.0,"9,285 total",Install,60.24100000000001,11.4458,9.63855,5.42169,13.253,"September 18, 2019",30M,"1,000,000+",1.2.2,4.1 and up,Rated for 12+,"₫78,000 per item",Dual Cat
1099,Email App for Android,Tools,4.4,"6,448 total",Install,70.922,14.8936,4.96454,1.41844,7.801419999999999,"March 3, 2020",Varies with device,"1,000,000+",Varies with device,Varies with device,Rated for 3+,,Craigpark Limited
1100,Happy Home - Design & Decor,Puzzle,4.1,"12,461 total",Install,64.1026,12.8205,8.33333,4.48718,10.2564,"November 1, 2019",103M,"1,000,000+",56.0.130,4.0 and up,Rated for 3+,"₫26,000 - ₫2,550,000 per item",BELKA GAMES
1101,Everpics 4K Wallpaper HD Background Live Wallpaper,Personalization,4.5,"10,698 total",Install,73.5294,16.1765,4.41176,1.47059,4.41176,"April 20, 2020",20M,"500,000+",3.0.2,4.1 and up,Rated for 3+,"₫15,000 - ₫70,000 per item",Panther & Leopard
1102,Anymoji - Emoji Face Recorder,Entertainment,4.1,"55,759 total",Install,68.4931,8.904110000000001,6.84932,2.05479,13.6986,"April 14, 2020",49M,"1,000,000+",1.1.9,6.0 and up,Rated for 3+,"₫185,000 - ₫1,400,000 per item",Avatar Animoji Labs
1103,Little Panda's Sports Champion,,4.2,822 total,Install,73.5294,8.82353,3.6764699999999997,1.47059,12.5,"February 17, 2020",46M,"1,000,000+",8.37.00.01,4.2 and up,Rated for 3+,,BabyBus
1104,"Baby Phone - Games for Family, Parents and Babies",,4.3,"49,380 total",Install,64.5161,20.6452,7.74194,1.9354799999999999,5.16129,"November 1, 2019",30M,"5,000,000+",1.1,4.2 and up,Rated for 3+,,Penguin Apps
1105,قصص الانبياء للاط�?ال - بدون نت,Books & Reference,4.7,182 total,Install,86.2069,9.48276,0.8620690000000001,0.8620690000000001,2.58621,"August 31, 2019",9.3M,"50,000+",2.0,4.1 and up,Rated for 3+,,AQWA Apps
1106,Warbands: Bushido - Tactical Miniatures Board Game,Strategy,4.2,"6,797 total",Install,65.7895,15.7895,5.26316,3.94737,9.21053,"January 15, 2019",28M,"100,000+",0.263,5.0 and up,Rated for 7+,"₫24,000 - ₫121,000 per item",Red Unit Studios
1107,Flags of the World Quiz Game,Trivia,3.9,"1,209 total",Install,59.8802,10.7784,6.58683,4.79042,17.9641,"October 3, 2019",9.0M,"100,000+",2.35,4.1 and up,Rated for 3+,,MELO Apps
1108,Reporter,Action,4.3,"9,180 total","₫6,000 Buy",72.4638,10.8696,6.52174,2.17391,7.971010000000001,"August 8, 2019",23M,"100,000+",2.06,5.0 and up,Rated for 12+,,AGaming+
1109,تعلم الحساب,,4.3,989 total,Install,72.9927,8.0292,4.37956,6.5693399999999995,8.0292,"October 31, 2018",11M,"500,000+",2.4.0,4.0 and up,Rated for 3+,,ITSworks
1110,CVC Learn Spelling 3 Three Letter Words for kids,,4.0,162 total,Install,66.6667,8.66667,6.66667,1.33333,16.6667,"August 27, 2019",16M,"100,000+",1.0.8,4.2 and up,Rated for 3+,"₫18,000 - ₫87,000 per item",Preschool Kindergarten Games for Kids & Toddlers
1111,"Toddler Games: match and classify puzzles, shapes",,,,Install,,,,,,"April 6, 2020",24M,100+,1.0.5,4.1 and up,Rated for 3+,"₫70,000 per item",Preschool & Kindergarten Learning Kids Games
1112,Фигуры и Цвета дл�? детей,,4.7,89 total,"₫23,000 Buy",86.9565,7.82609,1.7391299999999998,0.8695649999999999,2.6087,"April 9, 2014",9.7M,"1,000+",4.1.16,2.2 and up,Rated for 3+,,cyberpups
1113,Fun Kids Racing game,,4.2,54 total,Install,69.4444,5.55556,14.5833,1.38889,9.02778,"December 17, 2019",35M,"50,000+",3.0.2,4.2 and up,Rated for 3+,"₫45,000 - ₫68,000 per item",Abuzz
1114,Amazing Car Wash For Kids FREE,,4.0,"1,771 total",Install,63.6943,10.828,5.732480000000001,5.09554,14.6497,"November 27, 2019",83M,"1,000,000+",2.1,4.2 and up,Rated for 3+,"₫231,000 per item",McPeppergames
1115,Pirate treasure: Fairy tales for Kids,,4.3,"2,633 total",Install,76.9231,3.84615,2.30769,3.84615,13.0769,"February 18, 2020",51M,"1,000,000+",1.2.6,4.2 and up,Rated for 3+,"₫21,000 per item",Hippo Kids Games
1116,Kids Dinosaur Coloring Pages - Free Dino Game,,4.3,"2,530 total",Install,64.1026,18.5897,7.05128,3.20513,7.05128,"November 28, 2019",15M,"1,000,000+",24.0,4.2 and up,Rated for 3+,"₫74,000 per item",App Family Kids - Games for boys and girls
1117,Colors & Shapes - Fun Learning Games for Kids,,4.0,724 total,Install,56.8182,18.1818,9.659089999999999,3.40909,11.9318,"January 10, 2020",Varies with device,"100,000+",4.0.6.7,4.2 and up,Rated for 3+,"₫38,381 per item",Greysprings
1118,Sweet Donut Maker Bakery,,3.5,"1,622 total",Install,51.5464,8.24742,7.2165,8.24742,24.7423,"June 13, 2019",47M,"1,000,000+",0.3,4.1 and up,Rated for 3+,"₫23,000 per item",Hello-Game
1119,kindergarten - animals,,3.8,572 total,Install,62.1118,7.4534199999999995,6.8323,0.6211180000000001,22.9814,"January 29, 2020",22M,"500,000+",1.0.6,4.1 and up,Rated for 3+,"₫106,000 per item",YovoGames
1120,Spot the Difference - Find Them All,Puzzle,4.2,"7,551 total",Install,60.24100000000001,16.8675,10.8434,3.61446,8.43373,"April 9, 2020",92M,"1,000,000+",1.8.4,5.0 and up,Rated for 3+,"₫23,000 - ₫1,150,000 per item",CASUAL AZUR GAMES
1121,Talking Pocoyo Free,,4.5,"73,891 total",Install,76.3359,10.687000000000001,6.10687,1.52672,5.34351,"November 28, 2019",97M,"5,000,000+",2.0.8.2,4.0 and up,Rated for 3+,"₫177,000 per item","Zinkia Entertainment, S.A."
1122,Live Miss world Beauty Pageant Girls Games,Entertainment,4.2,"18,976 total",Install,69.9301,9.79021,4.8951,2.7972,12.5874,"December 31, 2019",62M,"1,000,000+",1.1.3,4.1 and up,Rated for 7+,,GameSticky
1123,Fixiki: educational kids games for boys & girls.,,4.0,"1,673 total",Install,64.5161,7.74194,5.80645,6.45161,15.4839,"March 30, 2020",Varies with device,"500,000+",1.2.7,Varies with device,Rated for 3+,"₫46,000 - ₫696,000 per item",Trilobite Soft
1124,One Level: Stickman Jailbreak,Puzzle,4.4,"20,576 total",Install,76.9231,8.46154,3.84615,2.30769,8.46154,"March 11, 2020",36M,"1,000,000+",1.8.1,4.1 and up,Rated for 3+,,RTU Studio
1125,You Must Escape 3,Puzzle,4.2,"2,992 total",Install,65.3595,11.1111,12.4183,4.5751599999999994,6.53595,"June 15, 2018",62M,"100,000+",1.5,4.0 and up,Rated for 3+,"₫20,000 - ₫60,000 per item",Mobest Media
1126,Fireman for kids,,4.3,"4,105 total",Install,73.5294,10.2941,2.20588,2.94118,11.0294,"November 27, 2019",61M,"1,000,000+",1.2.4,4.1 and up,Rated for 3+,"₫42,000 per item",Hippo Kids Games
1127,Puzzle games toddlers + kids,,,,Install,,,,,,"August 22, 2018",76M,"1,000+",1.0.0,6.0 and up,Rated for 3+,"₫70,000 per item",Preschool & Kindergarten Learning Kids Games
1128,Wonderland: read and listen bedtime stories online,,4.6,228 total,Install,83.3333,6.66667,1.66667,1.66667,6.66667,"February 28, 2020",29M,"50,000+",5.4,4.3 and up,Rated for 3+,"₫24,000 per item","ARKGROUP, INC"
1129,Learn French Alphabet / Letters & Numbers Free,,4.2,196 total,Install,62.5,19.375,9.375,3.125,5.625,"November 15, 2019",18M,"100,000+",1.33,4.2 and up,Rated for 3+,,MONSTOCK / MYTRAVO
1130,Kids ABC and Counting Puzzles,,4.2,803 total,Install,71.4286,7.857139999999999,5.71429,1.4285700000000001,13.5714,"September 22, 2016",44M,"100,000+",1.9.1,4.0 and up,Rated for 3+,"₫43,375 per item",Espace Publishing
1131,Tim the Fox - Travel Free,,,,Install,,,,,,"October 14, 2019",71M,"5,000+",1.6,4.0.3 and up,Rated for 3+,"₫52,000 per item",Internet-Expert LLC
1132,Dungeons of Chaos DEMO,Role Playing,4.8,23 total,Install,92.5926,3.7037,0.0,0.0,3.7037,"February 3, 2019",54M,"1,000+",1.1.210,4.1 and up,Rated for 7+,,Volker Elzner - PrometheusheirRPGs
